European Union (EU6-1958,2008,,
European Union (EU6-1958,2009,,
European Union (EU6-1958,2010,,
European Union (EU6-1958,2011,,
European Union (EU6-1958,2012,,
European Union (EU6-1958,2013,,
European Union (EU6-1958,2014,,
European Union (EU6-1958,2015,,
European Union (EU6-1958,2016,,
European Union (EU6-1958,2017,,
European Union (EU6-1958,2018,,
European Union (EU6-1958,2019,,
European Union - 27 countries (from 2020),2008,,
European Union - 27 countries (from 2020),2009,,
European Union - 27 countries (from 2020),2010,,
European Union - 27 countries (from 2020),2011,,
European Union - 27 countries (from 2020),2012,,
European Union - 27 countries (from 2020),2013,,
European Union - 27 countries (from 2020),2014,,
European Union - 27 countries (from 2020),2015,,
European Union - 27 countries (from 2020),2016,,
European Union - 27 countries (from 2020),2017,,
European Union - 27 countries (from 2020),2018,,
European Union - 27 countries (from 2020),2019,,
European Union - 28 countries (2013-2020),2008,,
European Union - 28 countries (2013-2020),2009,,
European Union - 28 countries (2013-2020),2010,,
European Union - 28 countries (2013-2020),2011,,
European Union - 28 countries (2013-2020),2012,,
European Union - 28 countries (2013-2020),2013,,
European Union - 28 countries (2013-2020),2014,,
European Union - 28 countries (2013-2020),2015,,
European Union - 28 countries (2013-2020),2016,,
European Union - 28 countries (2013-2020),2017,,
European Union - 28 countries (2013-2020),2018,,
European Union - 28 countries (2013-2020),2019,,
European Union - 27 countries (2007-2013),2008,,
European Union - 27 countries (2007-2013),2009,,
European Union - 27 countries (2007-2013),2010,,
European Union - 27 countries (2007-2013),2011,,
European Union - 27 countries (2007-2013),2012,,
European Union - 27 countries (2007-2013),2013,,
European Union - 27 countries (2007-2013),2014,,
European Union - 27 countries (2007-2013),2015,,
European Union - 27 countries (2007-2013),2016,,
European Union - 27 countries (2007-2013),2017,,
European Union - 27 countries (2007-2013),2018,,
European Union - 27 countries (2007-2013),2019,,
"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",2008,,
"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",2009,,
"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",2010,,
"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",2011,,
"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",2012,,
"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",2013,,
"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)",2014,,
