European Union - 27 countries (from 2020),1995,0,3,,
European Union - 27 countries (from 2020),1996,0,3,,
European Union - 27 countries (from 2020),1997,0,3,,
European Union - 27 countries (from 2020),1998,0,3,,
European Union - 27 countries (from 2020),1999,0,3,,
European Union - 27 countries (from 2020),2000,0,3,,
European Union - 27 countries (from 2020),2001,0,3,,
European Union - 27 countries (from 2020),2002,0,3,14.2,
European Union - 27 countries (from 2020),2003,0,3,14.6,
European Union - 27 countries (from 2020),2004,0,3,15.3,
European Union - 27 countries (from 2020),2005,0,3,16,b
European Union - 27 countries (from 2020),2006,0,3,16.3,
European Union - 27 countries (from 2020),2007,0,3,16.4,
European Union - 27 countries (from 2020),2008,0,3,16.4,
European Union - 27 countries (from 2020),2009,0,3,16.9,
European Union - 27 countries (from 2020),2010,0,3,17.4,
European Union - 27 countries (from 2020),2011,0,3,17.7,
European Union - 27 countries (from 2020),2012,0,3,18.1,
European Union - 27 countries (from 2020),2013,0,3,18.6,
European Union - 27 countries (from 2020),2014,0,3,18.6,
European Union - 27 countries (from 2020),2015,0,3,18.7,
European Union - 27 countries (from 2020),2016,0,3,18.6,
European Union - 27 countries (from 2020),2017,0,3,18.5,
European Union - 27 countries (from 2020),2018,0,3,18.3,
European Union - 28 countries (2013-2020),1995,0,3,,
European Union - 28 countries (2013-2020),1996,0,3,,
European Union - 28 countries (2013-2020),1997,0,3,,
European Union - 28 countries (2013-2020),1998,0,3,,
European Union - 28 countries (2013-2020),1999,0,3,,
European Union - 28 countries (2013-2020),2000,0,3,,
European Union - 28 countries (2013-2020),2001,0,3,,
European Union - 28 countries (2013-2020),2002,0,3,15.6,
European Union - 28 countries (2013-2020),2003,0,3,16,
European Union - 28 countries (2013-2020),2004,0,3,16.7,
European Union - 28 countries (2013-2020),2005,0,3,17.1,b
European Union - 28 countries (2013-2020),2006,0,3,17.4,
European Union - 28 countries (2013-2020),2007,0,3,17.4,
European Union - 28 countries (2013-2020),2008,0,3,17.5,
European Union - 28 countries (2013-2020),2009,0,3,18,
European Union - 28 countries (2013-2020),2010,0,3,18.5,
European Union - 28 countries (2013-2020),2011,0,3,18.8,
European Union - 28 countries (2013-2020),2012,0,3,19.2,
European Union - 28 countries (2013-2020),2013,0,3,19.6,
European Union - 28 countries (2013-2020),2014,0,3,19.6,
European Union - 28 countries (2013-2020),2015,0,3,19.6,
European Union - 28 countries (2013-2020),2016,0,3,19.5,
European Union - 28 countries (2013-2020),2017,0,3,19.4,
European Union - 28 countries (2013-2020),2018,0,3,19.2,
European Union - 15 countries (1995-2004),1995,0,3,15.6,
European Union - 15 countries (1995-2004),1996,0,3,16,
European Union - 15 countries (1995-2004),1997,0,3,16.5,
European Union - 15 countries (1995-2004),1998,0,3,16.9,
European Union - 15 countries (1995-2004),1999,0,3,17.3,
European Union - 15 countries (1995-2004),2000,0,3,17.5,
European Union - 15 countries (1995-2004),2001,0,3,17.6,
