EU (27 countries - from 2020),2005,0,100.0,
EU (27 countries - from 2020),2006,0,100.0,
EU (27 countries - from 2020),2007,0,100.0,
EU (27 countries - from 2020),2008,0,100.0,
EU (27 countries - from 2020),2009,0,100.0,
EU (27 countries - from 2020),2010,0,100.0,
EU (27 countries - from 2020),2011,0,100.0,
EU (27 countries - from 2020),2012,0,100.0,
EU (27 countries - from 2020),2013,0,100.0,
EU (27 countries - from 2020),2014,0,100.0,
EU (27 countries - from 2020),2015,0,100.0,
EU (27 countries - from 2020),2016,0,100.0,
EU (27 countries - from 2020),2017,0,100.0,
EU (27 countries - from 2020),2018,0,100.0,
EU (28 countries),2005,0,101.7,
EU (28 countries),2006,0,101.7,
EU (28 countries),2007,0,101.3,
EU (28 countries),2008,0,101.3,
EU (28 countries),2009,0,100.9,
EU (28 countries),2010,0,101.0,
EU (28 countries),2011,0,100.6,
EU (28 countries),2012,0,100.5,
EU (28 countries),2013,0,100.3,
EU (28 countries),2014,0,100.2,
EU (28 countries),2015,0,100.3,
EU (28 countries),2016,0,100.0,
EU (28 countries),2017,0,99.9,
EU (28 countries),2018,0,99.8,
Euro area (changing composition),2005,0,116.9,
Euro area (changing composition),2006,0,116.5,
Euro area (changing composition),2007,0,115.6,
Euro area (changing composition),2008,0,114.9,
Euro area (changing composition),2009,0,113.9,
Euro area (changing composition),2010,0,112.9,
Euro area (changing composition),2011,0,112.2,
Euro area (changing composition),2012,0,112.1,
Euro area (changing composition),2013,0,112.3,
Euro area (changing composition),2014,0,112.0,
Euro area (changing composition),2015,0,111.2,
Euro area (changing composition),2016,0,111.2,
Euro area (changing composition),2017,0,110.7,
Euro area (changing composition),2018,0,110.0,
Euro area - 19 countries  (from 2015),2005,0,114.1,
Euro area - 19 countries  (from 2015),2006,0,113.8,
Euro area - 19 countries  (from 2015),2007,0,113.3,
Euro area - 19 countries  (from 2015),2008,0,112.8,
Euro area - 19 countries  (from 2015),2009,0,112.6,
Euro area - 19 countries  (from 2015),2010,0,111.8,
Euro area - 19 countries  (from 2015),2011,0,111.3,
Euro area - 19 countries  (from 2015),2012,0,111.2,
Euro area - 19 countries  (from 2015),2013,0,111.4,
Euro area - 19 countries  (from 2015),2014,0,111.5,
Euro area - 19 countries  (from 2015),2015,0,111.2,
Euro area - 19 countries  (from 2015),2016,0,111.2,
Euro area - 19 countries  (from 2015),2017,0,110.7,
Euro area - 19 countries  (from 2015),2018,0,110.0,
Belgium,2005,0,142.7,
Belgium,2006,0,139.8,
Belgium,2007,0,137.9,
Belgium,2008,0,136.1,
Belgium,2009,0,136.8,
Belgium,2010,0,138.0,
Belgium,2011,0,133.9,
Belgium,2012,0,134.9,
Belgium,2013,0,134.3,
Belgium,2014,0,135.7,
Belgium,2015,0,136.6,
Belgium,2016,0,136.6,
Belgium,2017,0,134.6,
Belgium,2018,0,133.4,
Bulgaria,2005,0,37.6,
Bulgaria,2006,0,37.5,
Bulgaria,2007,0,38.7,
Bulgaria,2008,0,39.5,
Bulgaria,2009,0,40.0,
Bulgaria,2010,0,41.7,
Bulgaria,2011,0,42.6,
Bulgaria,2012,0,43.8,p
Bulgaria,2013,0,42.6,p
Bulgaria,2014,0,43.8,p
Bulgaria,2015,0,44.3,p
Bulgaria,2016,0,45.7,p
Bulgaria,2017,0,45.8,p
Bulgaria,2018,0,46.9,p
Czechia,2005,0,69.4,
Czechia,2006,0,70.2,
Czechia,2007,0,73.2,
Czechia,2008,0,73.7,
Czechia,2009,0,74.3,
Czechia,2010,0,71.6,
Czechia,2011,0,71.2,
Czechia,2012,0,70.7,
Czechia,2013,0,71.3,
Czechia,2014,0,73.0,
Czechia,2015,0,74.5,
Czechia,2016,0,73.7,
Czechia,2017,0,74.6,
Czechia,2018,0,75.5,
Denmark,2005,0,126.8,
Denmark,2006,0,126.7,
Denmark,2007,0,126.1,
Denmark,2008,0,127.8,
Denmark,2009,0,129.0,
Denmark,2010,0,135.2,
Denmark,2011,0,132.5,
Denmark,2012,0,132.6,
Denmark,2013,0,132.6,
Denmark,2014,0,133.7,
Denmark,2015,0,133.6,
Denmark,2016,0,133.0,
Denmark,2017,0,134.6,
Denmark,2018,0,136.6,
Germany,2005,0,128.9,
Germany,2006,0,126.4,
Germany,2007,0,125.9,
Germany,2008,0,124.7,
Germany,2009,0,122.9,
Germany,2010,0,122.3,
Germany,2011,0,123.6,
Germany,2012,0,122.8,
Germany,2013,0,122.3,
Germany,2014,0,124.1,
Germany,2015,0,123.0,
Germany,2016,0,124.1,
Germany,2017,0,123.4,
Germany,2018,0,122.4,
Estonia,2005,0,50.7,
Estonia,2006,0,52.4,
Estonia,2007,0,57.2,
Estonia,2008,0,57.4,
Estonia,2009,0,60.9,
Estonia,2010,0,63.5,
Estonia,2011,0,63.0,
Estonia,2012,0,64.5,
Estonia,2013,0,64.7,
Estonia,2014,0,66.4,
Estonia,2015,0,64.0,
Estonia,2016,0,65.1,
Estonia,2017,0,65.8,
Estonia,2018,0,70.0,
Ireland,2005,0,126.0,
Ireland,2006,0,126.7,
Ireland,2007,0,127.3,
Ireland,2008,0,120.2,
Ireland,2009,0,124.3,
Ireland,2010,0,137.0,
Ireland,2011,0,137.8,b
Ireland,2012,0,139.3,
Ireland,2013,0,134.2,
Ireland,2014,0,136.4,
Ireland,2015,0,174.3,
Ireland,2016,0,169.4,
Ireland,2017,0,173.1,
Ireland,2018,0,177.2,
Greece,2005,0,78.3,
Greece,2006,0,80.9,
Greece,2007,0,79.1,
Greece,2008,0,79.3,
Greece,2009,0,78.6,
Greece,2010,0,74.0,
Greece,2011,0,69.7,p
Greece,2012,0,69.0,p
Greece,2013,0,69.3,p
Greece,2014,0,69.9,p
Greece,2015,0,67.3,p
Greece,2016,0,65.7,p
Greece,2017,0,64.0,p
Greece,2018,0,63.8,p
Spain,2005,0,98.2,
Spain,2006,0,100.3,
Spain,2007,0,100.7,
Spain,2008,0,100.1,
Spain,2009,0,102.3,
Spain,2010,0,99.7,
Spain,2011,0,98.2,
Spain,2012,0,99.9,
Spain,2013,0,100.1,
Spain,2014,0,100.0,
Spain,2015,0,98.7,
Spain,2016,0,98.0,
Spain,2017,0,97.7,p
Spain,2018,0,95.7,p
France,2005,0,132.2,
France,2006,0,132.5,
France,2007,0,130.1,
France,2008,0,128.2,
France,2009,0,128.0,
France,2010,0,126.9,
France,2011,0,125.5,
France,2012,0,123.3,
France,2013,0,125.2,
France,2014,0,125.1,
France,2015,0,124.6,
France,2016,0,124.2,
France,2017,0,124.7,p
France,2018,0,125.2,p
Croatia,2005,0,57.9,p
Croatia,2006,0,59.7,p
Croatia,2007,0,61.3,p
Croatia,2008,0,61.8,d
Croatia,2009,0,59.2,d
Croatia,2010,0,57.8,d
Croatia,2011,0,60.1,d
Croatia,2012,0,62.0,d
Croatia,2013,0,63.0,d
Croatia,2014,0,61.2,d
Croatia,2015,0,63.3,d
Croatia,2016,0,64.6,d
Croatia,2017,0,64.4,d
Croatia,2018,0,64.9,d
Italy,2005,0,108.9,
Italy,2006,0,107.7,
Italy,2007,0,107.2,
Italy,2008,0,108.3,
Italy,2009,0,108.2,
Italy,2010,0,106.4,
Italy,2011,0,105.8,
Italy,2012,0,105.4,
Italy,2013,0,104.2,
Italy,2014,0,102.7,
Italy,2015,0,101.5,
Italy,2016,0,102.9,
Italy,2017,0,101.9,
Italy,2018,0,100.4,
Cyprus,2005,0,83.8,
Cyprus,2006,0,85.2,
Cyprus,2007,0,85.9,
Cyprus,2008,0,86.3,
Cyprus,2009,0,86.0,
Cyprus,2010,0,83.1,
Cyprus,2011,0,80.8,
Cyprus,2012,0,79.1,
Cyprus,2013,0,77.7,
Cyprus,2014,0,75.7,
Cyprus,2015,0,76.2,
Cyprus,2016,0,76.4,
Cyprus,2017,0,75.5,
Cyprus,2018,0,75.8,p
Latvia,2005,0,46.4,
Latvia,2006,0,46.2,
Latvia,2007,0,49.4,
Latvia,2008,0,47.6,
Latvia,2009,0,48.1,
Latvia,2010,0,50.8,
Latvia,2011,0,52.3,
Latvia,2012,0,53.7,
Latvia,2013,0,53.1,
Latvia,2014,0,54.6,
Latvia,2015,0,55.4,
Latvia,2016,0,55.7,
Latvia,2017,0,57.7,
Latvia,2018,0,59.0,
Lithuania,2005,0,50.0,
Lithuania,2006,0,52.5,
Lithuania,2007,0,55.5,
Lithuania,2008,0,57.1,
Lithuania,2009,0,54.8,
Lithuania,2010,0,58.2,b
Lithuania,2011,0,62.3,
Lithuania,2012,0,63.4,
Lithuania,2013,0,64.6,
Lithuania,2014,0,65.2,
Lithuania,2015,0,62.8,
Lithuania,2016,0,61.3,
Lithuania,2017,0,65.1,
Lithuania,2018,0,65.9,
Luxembourg,2005,0,184.2,
Luxembourg,2006,0,192.2,
Luxembourg,2007,0,190.8,
Luxembourg,2008,0,183.7,
Luxembourg,2009,0,179.1,
Luxembourg,2010,0,178.9,
Luxembourg,2011,0,182.4,
Luxembourg,2012,0,177.3,
Luxembourg,2013,0,178.4,
Luxembourg,2014,0,184.3,
Luxembourg,2015,0,183.4,
Luxembourg,2016,0,184.4,
Luxembourg,2017,0,178.8,
Luxembourg,2018,0,176.7,
