Austria,2003,15.7,
Austria,2004,17.9,
Austria,2005,17.4,
Austria,2006,17.8,
Austria,2007,16.7,
Austria,2008,20.6,b
Austria,2009,19.1,
Austria,2010,18.9,
Austria,2011,19.2,
Austria,2012,18.5,
Austria,2013,18.8,
Austria,2014,19.2,
Austria,2015,18.3,
Austria,2016,18.0,
Austria,2017,18.1,
Austria,2018,17.5,
Austria,2019,,
Belgium,2003,23.4,
Belgium,2004,21.6,
Belgium,2005,22.6,
Belgium,2006,21.5,
Belgium,2007,21.6,
Belgium,2008,20.8,
Belgium,2009,20.2,
Belgium,2010,20.8,
Belgium,2011,21.0,
Belgium,2012,21.6,
Belgium,2013,20.8,
Belgium,2014,21.2,
Belgium,2015,21.1,
Belgium,2016,20.9,
Belgium,2017,20.6,
Belgium,2018,20.0,
Belgium,2019,,
Bulgaria,2003,,
Bulgaria,2004,,
Bulgaria,2005,,
Bulgaria,2006,61.3,
Bulgaria,2007,60.7,
Bulgaria,2008,44.8,b
Bulgaria,2009,46.2,
Bulgaria,2010,49.2,
Bulgaria,2011,49.1,
Bulgaria,2012,49.3,
Bulgaria,2013,48.0,
Bulgaria,2014,40.1,b
Bulgaria,2015,41.3,
Bulgaria,2016,40.4,b
Bulgaria,2017,38.9,
Bulgaria,2018,32.8,
Bulgaria,2019,32.5,
Switzerland,2003,,
Switzerland,2004,,
Switzerland,2005,,
Switzerland,2006,,
Switzerland,2007,17.9,
Switzerland,2008,18.1,
Switzerland,2009,17.9,
Switzerland,2010,17.2,
Switzerland,2011,17.2,
Switzerland,2012,17.5,
Switzerland,2013,16.3,
Switzerland,2014,16.4,b
Switzerland,2015,18.2,
Switzerland,2016,17.8,
Switzerland,2017,18.1,
Switzerland,2018,17.4,
Switzerland,2019,,
Cyprus,2003,,
Cyprus,2004,,
Cyprus,2005,25.3,
Cyprus,2006,25.4,
Cyprus,2007,25.2,
Cyprus,2008,23.3,b
Cyprus,2009,23.5,
Cyprus,2010,24.6,
Cyprus,2011,24.6,
Cyprus,2012,27.1,
Cyprus,2013,27.8,
Cyprus,2014,27.4,
Cyprus,2015,28.9,
Cyprus,2016,27.7,
Cyprus,2017,25.2,
Cyprus,2018,23.9,
Cyprus,2019,,
Czechia,2003,,
Czechia,2004,,
Czechia,2005,19.6,
Czechia,2006,18.0,
Czechia,2007,15.8,
Czechia,2008,15.3,
Czechia,2009,14.0,
Czechia,2010,14.4,
Czechia,2011,15.3,
Czechia,2012,15.4,
Czechia,2013,14.6,
Czechia,2014,14.8,
Czechia,2015,14.0,
Czechia,2016,13.3,
Czechia,2017,12.2,
Czechia,2018,12.2,
Czechia,2019,,
Germany,2003,,
Germany,2004,,
Germany,2005,18.4,
Germany,2006,20.2,
Germany,2007,20.6,
Germany,2008,20.1,
Germany,2009,20.0,
Germany,2010,19.7,
Germany,2011,19.9,
Germany,2012,19.6,
Germany,2013,20.3,
Germany,2014,20.6,
Germany,2015,20.0,
Germany,2016,19.7,
Germany,2017,19.0,
Germany,2018,18.7,
Germany,2019,,
Denmark,2003,16.9,
Denmark,2004,16.5,
Denmark,2005,17.2,
Denmark,2006,16.7,
Denmark,2007,16.8,
Denmark,2008,16.3,
Denmark,2009,17.6,
Denmark,2010,18.3,
Denmark,2011,17.6,b
Denmark,2012,17.5,
Denmark,2013,18.3,
Denmark,2014,17.9,
Denmark,2015,17.7,
Denmark,2016,16.8,
Denmark,2017,17.2,
Denmark,2018,17.4,
Denmark,2019,16.5,
Euro area - 18 countries (2014),2003,,
Euro area - 18 countries (2014),2004,,
Euro area - 18 countries (2014),2005,21.8,
Euro area - 18 countries (2014),2006,22.0,
Euro area - 18 countries (2014),2007,21.8,
Euro area - 18 countries (2014),2008,21.6,
Euro area - 18 countries (2014),2009,21.6,
Euro area - 18 countries (2014),2010,21.9,
Euro area - 18 countries (2014),2011,22.8,
Euro area - 18 countries (2014),2012,23.2,
Euro area - 18 countries (2014),2013,23.1,
Euro area - 18 countries (2014),2014,23.5,
Euro area - 18 countries (2014),2015,23.0,
Euro area - 18 countries (2014),2016,23.0,
Euro area - 18 countries (2014),2017,22.1,
Euro area - 18 countries (2014),2018,21.5,
Euro area - 18 countries (2014),2019,,
Euro area - 19 countries  (from 2015),2003,,
Euro area - 19 countries  (from 2015),2004,,
Euro area - 19 countries  (from 2015),2005,22.0,
Euro area - 19 countries  (from 2015),2006,22.1,
Euro area - 19 countries  (from 2015),2007,21.9,
Euro area - 19 countries  (from 2015),2008,21.7,
Euro area - 19 countries  (from 2015),2009,21.6,
Euro area - 19 countries  (from 2015),2010,22.0,
Euro area - 19 countries  (from 2015),2011,22.9,
